Id,ReportedDate,AmendDate,Tradeid,Book,BookOwner,Amender,Supervisor,ISIN,TradeDate,SettlementDate,Action,SettDateChange,BookChange,CPartyChange,MultiAmend,PnL,Counterparty,Desk,Quantity,Price,BS
648,08/03/2018,11/03/2018,DN07060157,FUT500,Louis Tomlinson,Zayn Malik,Paul Arthurs,IQI,03/03/2018,17/03/2018,Cancel,N,N,N,Y,700,GOXXX90,LONMID,83008,3455,S
649,20/03/2018,23/03/2018,CV30832072,BD202,Liam Payne,Liam Payne,Liam Gallagher,BAC^C,13/03/2018,28/03/2018,Amend,N,N,Y,Y,4500,CIP23223,LONLONG,16850,1469,S
650,04/03/2018,06/03/2018,XE50919507,BD202,Liam Payne,Harry Styles,Liam Gallagher,CLPR,05/03/2018,11/03/2018,Cancel,N,N,N,N,0,NMKL009,LONMID,54753,2941,B
651,19/03/2018,19/03/2018,BN61995292,STK350,Louis Tomlinson,Liam Payne,Paul Arthurs,BGNE,15/03/2018,18/03/2018,Cancel,N,N,Y,Y,500,RD7070,LONLONG,87878,4082,S
652,07/02/2018,07/02/2018,IG06362465,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,MFO,31/01/2018,10/02/2018,Cancel,Y,Y,N,Y,55,NMKL009,LONMID,73481,4383,S
653,27/03/2018,28/03/2018,IG45065205,LN202,Niall Horan,James Cordan,Liam Gallagher,C^K,20/03/2018,07/04/2018,Amend,N,N,N,N,-2500,TY00TYO,LONLONG,32281,334,B
654,28/02/2018,01/03/2018,MY11440995,STK350,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,AIG.WS,27/02/2018,08/03/2018,Cancel,N,N,N,N,55,GOXXX90,LONMID,46431,2384,B
655,21/03/2018,21/03/2018,WW78126220,LN202,Niall Horan,Mick Jones,Liam Gallagher,FFIV,18/03/2018,22/03/2018,Cancel,N,N,Y,Y,1000,DD14ET6,LONLONG,27157,3602,S
656,17/02/2018,18/02/2018,DK15846105,LN202,Niall Horan,Mick Jones,Liam Gallagher,MRCC,15/02/2018,05/03/2018,Amend,N,Y,Y,N,400,LON5076F,LONMID,98795,2453,B
657,12/03/2018,14/03/2018,GV33998166,STK20,Louis Tomlinson,Mick Jones,Paul Arthurs,FPT,09/03/2018,16/03/2018,Amend,N,N,Y,N,10,MCXXXX,LONLONG,44152,3345,B
658,07/03/2018,07/03/2018,FB45375145,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,EMO,28/02/2018,09/03/2018,Cancel,Y,N,N,Y,300,MCXXXX,LONMID,67550,1354,S
659,04/02/2018,06/02/2018,DQ30365199,NY422,Louis Tomlinson,Zayn Malik,Paul Arthurs,EVTC,28/01/2018,13/02/2018,Cancel,Y,N,Y,N,0,DD14ET6,LONLONG,92061,3006,S
660,10/02/2018,12/02/2018,KU13417516,NY422,Louis Tomlinson,Harry Styles,Paul Arthurs,BLL,12/02/2018,21/02/2018,Cancel,N,N,N,N,600,MCXXXX,LONMID,17966,3633,S
661,27/03/2018,29/03/2018,SO54641421,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,BFZ,23/03/2018,03/04/2018,Cancel,N,Y,Y,N,-600,RD7070,LONLONG,41012,4622,B
662,20/03/2018,23/03/2018,ZA58336661,NY422,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,FSCFL,15/03/2018,02/04/2018,Amend,Y,N,Y,N,10,LON5076F,LONMID,48997,4904,B
663,08/02/2018,08/02/2018,VH61343785,BD202,Liam Payne,Harry Styles,Liam Gallagher,STRT,03/02/2018,13/02/2018,Cancel,N,N,N,Y,55,RD7070,LONLONG,37016,1419,B
664,19/02/2018,19/02/2018,WR37426687,BD202,Liam Payne,Adele Adkins,Liam Gallagher,MGU,10/02/2018,22/02/2018,Cancel,N,N,N,Y,10,RD7070,LONMID,40825,4181,B
665,17/02/2018,18/02/2018,TX69400696,STK350,Louis Tomlinson,Zayn Malik,Paul Arthurs,EAGL,10/02/2018,25/02/2018,Cancel,N,N,N,Y,600,CIP23223,LONLONG,29557,3326,B
666,09/03/2018,09/03/2018,ZV72141475,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,AIV,04/03/2018,07/03/2018,Cancel,N,N,N,Y,0,RD7070,LONMID,87207,4944,B
667,09/03/2018,12/03/2018,BT39768446,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,LILA,04/03/2018,13/03/2018,Cancel,N,Y,N,Y,50000,CIP23223,LONLONG,15159,216,B
668,28/03/2018,29/03/2018,JA33315493,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,LECO,29/03/2018,04/04/2018,Cancel,N,Y,N,Y,0,GOXXX90,LONMID,2173,1966,B
669,13/03/2018,13/03/2018,AE27079151,BD202,Liam Payne,Ed Sheeran,Liam Gallagher,WPT,06/03/2018,25/03/2018,Amend,N,N,N,Y,300,TY00TYO,LONLONG,85218,1207,S
670,16/02/2018,17/02/2018,XX50567818,BD202,Liam Payne,Mick Jones,Liam Gallagher,BPL,13/02/2018,17/02/2018,Amend,N,N,N,N,55,LON5076F,LONMID,50073,911,S
671,28/02/2018,28/02/2018,CI28421568,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,CNCO,27/02/2018,03/03/2018,Cancel,N,N,Y,N,700,NMKL009,LONLONG,8610,4513,S
672,22/03/2018,24/03/2018,WO58978169,STK350,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,VALX,19/03/2018,08/04/2018,Cancel,Y,N,N,Y,4500,TY00TYO,LONMID,39382,125,B
673,10/02/2018,10/02/2018,HO10953620,LN202,Niall Horan,Harry Styles,Liam Gallagher,FDC,05/02/2018,19/02/2018,Amend,N,Y,Y,Y,0,NMKL009,LONLONG,63673,2103,B
674,01/02/2018,03/02/2018,WR48205782,NY422,Louis Tomlinson,Mick Jones,Paul Arthurs,IDE,25/01/2018,10/02/2018,Amend,N,Y,N,Y,0,NMKL009,LONMID,67204,3551,S
675,19/03/2018,22/03/2018,PR06715735,STK20,Louis Tomlinson,James Cordan,Paul Arthurs,FTXD,14/03/2018,22/03/2018,Amend,N,Y,Y,Y,0,NMKL009,LONLONG,65696,136,S
676,17/03/2018,18/03/2018,WK88261632,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,STML,09/03/2018,15/03/2018,Cancel,N,N,N,Y,4500,TY00TYO,LONMID,93569,1137,S
677,22/02/2018,24/02/2018,DX26131936,STK20,Louis Tomlinson,Liam Payne,Paul Arthurs,LOR,14/02/2018,27/02/2018,Cancel,Y,N,Y,Y,100,GOXXX90,LONLONG,38058,4917,S
678,12/02/2018,15/02/2018,GY62492749,STK350,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,UTI,15/02/2018,25/02/2018,Cancel,N,N,N,Y,400,DD14ET6,LONMID,2128,2961,S
679,06/03/2018,08/03/2018,JL42498841,BD202,Liam Payne,Niall Horan,Liam Gallagher,TRIP,28/02/2018,14/03/2018,Amend,N,Y,Y,Y,600,GOXXX90,LONLONG,84471,3173,S
680,01/02/2018,03/02/2018,RV75711312,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,AED,01/02/2018,07/02/2018,Amend,N,N,Y,N,0,LON5076F,LONMID,2135,2240,B
681,26/02/2018,28/02/2018,TP40593585,LN202,Niall Horan,Niall Horan,Liam Gallagher,NSTG,21/02/2018,11/03/2018,Amend,N,Y,Y,N,600,FF90HUI,LONLONG,66912,2718,B
682,09/02/2018,12/02/2018,GF85199099,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,AVGR,11/02/2018,21/02/2018,Amend,Y,N,N,N,55,LON9005,LONMID,86524,1401,B
683,23/02/2018,26/02/2018,NA48551559,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,JSD,16/02/2018,22/02/2018,Amend,N,N,N,Y,100,MCXXXX,LONLONG,12594,4406,S
684,19/02/2018,21/02/2018,JR19451764,STK20,Louis Tomlinson,Harry Styles,Paul Arthurs,PRU,19/02/2018,22/02/2018,Cancel,Y,N,Y,N,-2500,DD14ET6,LONMID,2209,4332,S
685,03/03/2018,03/03/2018,SL31091188,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,AGND,22/02/2018,11/03/2018,Amend,Y,N,Y,Y,-2500,CIP23223,LONLONG,97938,3628,B
686,13/03/2018,16/03/2018,QJ04419526,STK20,Louis Tomlinson,Adele Adkins,Paul Arthurs,GMLP,12/03/2018,30/03/2018,Cancel,N,N,N,Y,50000,NMKL009,LONMID,68704,2089,S
687,06/02/2018,07/02/2018,QR18100828,LN202,Niall Horan,Mick Jones,Liam Gallagher,GEOS,05/02/2018,16/02/2018,Amend,N,N,N,Y,50000,GOXXX90,LONLONG,13438,124,S
688,13/02/2018,14/02/2018,RJ68164573,FUT500,Louis Tomlinson,Ed Sheeran,Paul Arthurs,OCUL,08/02/2018,18/02/2018,Cancel,N,Y,N,Y,-1000,MCXXXX,LONMID,40395,1425,S
689,04/02/2018,06/02/2018,KE63186876,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,AOBC,29/01/2018,13/02/2018,Cancel,N,N,Y,N,500,LON5076F,LONLONG,82558,279,S
690,24/03/2018,24/03/2018,NS43994325,LN202,Niall Horan,Liam Payne,Liam Gallagher,JMP,24/03/2018,09/04/2018,Cancel,Y,Y,N,N,55,CIP23223,LONMID,75512,1076,B
691,02/03/2018,04/03/2018,KF68618146,LN202,Niall Horan,Niall Horan,Liam Gallagher,MCV,28/02/2018,17/03/2018,Cancel,Y,N,Y,Y,500,RD7070,LONLONG,86599,1529,S
692,12/02/2018,12/02/2018,FO16367929,LN202,Niall Horan,Adele Adkins,Liam Gallagher,SEAC,05/02/2018,23/02/2018,Cancel,N,N,N,Y,0,TY00TYO,LONMID,38366,2405,S
693,19/03/2018,22/03/2018,OT54279154,NY422,Louis Tomlinson,Niall Horan,Paul Arthurs,CUBN,21/03/2018,27/03/2018,Cancel,N,N,Y,Y,400,GOXXX90,LONLONG,32163,320,B
694,22/03/2018,22/03/2018,KB76812652,STK20,Louis Tomlinson,Mick Jones,Paul Arthurs,BSTC,13/03/2018,29/03/2018,Cancel,N,N,Y,Y,50000,GOXXX90,LONMID,77846,3179,S
695,19/02/2018,21/02/2018,ED17769218,STK20,Louis Tomlinson,James Cordan,Paul Arthurs,CEO,12/02/2018,28/02/2018,Amend,N,N,Y,Y,-1000,LON5076F,LONLONG,67024,4130,B
696,20/02/2018,22/02/2018,KZ89310551,LN202,Niall Horan,Adele Adkins,Liam Gallagher,HYI,14/02/2018,27/02/2018,Amend,N,N,Y,Y,420,RD7070,LONMID,9239,4070,B
697,03/03/2018,03/03/2018,ZB53783164,LN202,Niall Horan,Zayn Malik,Liam Gallagher,MORN,25/02/2018,28/02/2018,Cancel,Y,Y,N,Y,300,FF90HUI,LONLONG,10682,3382,S
698,27/03/2018,28/03/2018,ET61142153,BD202,Liam Payne,Adele Adkins,Liam Gallagher,FSB,24/03/2018,28/03/2018,Cancel,N,N,N,N,10,GOXXX90,LONMID,88256,273,B
699,13/03/2018,16/03/2018,KS79247641,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,KEYW,13/03/2018,27/03/2018,Cancel,N,N,N,Y,600,DD14ET6,LONLONG,68246,713,S
700,27/03/2018,30/03/2018,XC01275376,FUT500,Louis Tomlinson,Mick Jones,Paul Arthurs,CLUB,22/03/2018,08/04/2018,Cancel,Y,N,Y,N,600,MCXXXX,LONMID,37574,1013,S
701,14/03/2018,14/03/2018,YW57339911,LN202,Niall Horan,Ed Sheeran,Liam Gallagher,AMP,10/03/2018,19/03/2018,Amend,Y,N,Y,Y,500,GOXXX90,LONLONG,43127,1691,S
702,11/02/2018,13/02/2018,YV03957707,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,INPX,06/02/2018,25/02/2018,Cancel,N,N,N,N,400,LON9005,LONMID,55530,4817,B
703,25/03/2018,25/03/2018,XL80409239,STK20,Louis Tomlinson,Adele Adkins,Paul Arthurs,FALN,23/03/2018,01/04/2018,Amend,Y,Y,N,Y,55,CIP23223,LONLONG,92365,4965,B
704,06/03/2018,07/03/2018,QW60996887,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,JD,04/03/2018,09/03/2018,Cancel,Y,N,Y,N,500,MCXXXX,LONMID,99171,574,B
705,13/03/2018,13/03/2018,EC30546916,STK350,Louis Tomlinson,James Cordan,Paul Arthurs,APAM,11/03/2018,24/03/2018,Amend,N,N,N,Y,10,LON5076F,LONLONG,36036,2172,B
706,08/03/2018,10/03/2018,LF34177206,LN202,Niall Horan,James Cordan,Liam Gallagher,SPG^J,03/03/2018,18/03/2018,Cancel,N,Y,N,Y,0,RD7070,LONMID,40274,352,S
707,21/03/2018,24/03/2018,MP09859723,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,GDL,15/03/2018,19/03/2018,Amend,Y,N,N,Y,0,RD7070,LONLONG,31514,1680,S
708,25/03/2018,26/03/2018,LD04149990,LN202,Niall Horan,Harry Styles,Liam Gallagher,HEES,20/03/2018,23/03/2018,Cancel,N,N,Y,N,-500000,CIP23223,LONMID,55665,4635,S
709,07/03/2018,07/03/2018,AN44016347,BD202,Liam Payne,Zayn Malik,Liam Gallagher,VEEV,26/02/2018,05/03/2018,Cancel,N,N,N,Y,0,GOXXX90,LONLONG,47015,3635,B
710,11/02/2018,14/02/2018,CE94149091,FUT500,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,OSBC,07/02/2018,17/02/2018,Amend,N,N,Y,Y,700,FF90HUI,LONMID,42048,1500,B
711,14/03/2018,14/03/2018,WI86826168,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,MHO^A,11/03/2018,25/03/2018,Cancel,N,N,N,Y,0,TY00TYO,LONLONG,33654,916,B
712,23/03/2018,25/03/2018,OF56543963,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,CLACU,17/03/2018,20/03/2018,Cancel,N,N,N,Y,-100000,RD7070,LONMID,72457,4970,B
713,11/02/2018,12/02/2018,KU90624491,STK350,Louis Tomlinson,Liam Payne,Paul Arthurs,QQXT,08/02/2018,14/02/2018,Cancel,N,Y,Y,Y,300,NMKL009,LONLONG,87626,3716,S
714,29/03/2018,30/03/2018,HB77039746,LN202,Niall Horan,Adele Adkins,Liam Gallagher,BXS,20/03/2018,09/04/2018,Amend,N,N,N,N,0,LON5076F,LONMID,22112,299,B
715,22/03/2018,22/03/2018,EW44380832,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,BPTH,18/03/2018,28/03/2018,Cancel,Y,N,N,N,-500000,NMKL009,LONLONG,24139,965,S
716,20/03/2018,20/03/2018,KW86272215,BD202,Liam Payne,Louis Tomlinson,Liam Gallagher,NCOM,15/03/2018,22/03/2018,Amend,Y,N,N,Y,0,GOXXX90,LONMID,18738,4143,B
717,19/03/2018,20/03/2018,GL86455384,BD202,Liam Payne,Harry Styles,Liam Gallagher,GEF.B,12/03/2018,30/03/2018,Amend,N,N,N,Y,0,TY00TYO,LONLONG,56607,1895,B
718,07/02/2018,07/02/2018,TE42052755,LN202,Niall Horan,Ed Sheeran,Liam Gallagher,ALQA,07/02/2018,20/02/2018,Amend,N,N,N,N,700,GOXXX90,LONMID,29360,3267,S
719,23/03/2018,23/03/2018,JH04813484,NY422,Louis Tomlinson,Harry Styles,Paul Arthurs,JPM^F,18/03/2018,31/03/2018,Amend,N,N,Y,Y,4500,NMKL009,LONLONG,80043,1064,S
720,16/02/2018,16/02/2018,GW12999578,STK350,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,ARCB,16/02/2018,02/03/2018,Amend,N,N,N,Y,-100000,GOXXX90,LONMID,59661,1034,B
721,14/02/2018,17/02/2018,JX72604392,LN202,Niall Horan,Ed Sheeran,Liam Gallagher,AMBA,11/02/2018,26/02/2018,Cancel,N,Y,Y,N,0,RD7070,LONLONG,76388,3693,B
722,02/03/2018,02/03/2018,YV15355061,NY422,Louis Tomlinson,Mick Jones,Paul Arthurs,HRC,21/02/2018,28/02/2018,Amend,N,Y,N,Y,700,CIP23223,LONMID,96144,246,S
723,09/02/2018,09/02/2018,WU25458731,LN202,Niall Horan,Harry Styles,Liam Gallagher,NGHC,30/01/2018,06/02/2018,Cancel,Y,N,N,N,0,RD7070,LONLONG,37545,2256,B
724,25/02/2018,25/02/2018,JX19611958,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,LHO,22/02/2018,25/02/2018,Cancel,N,N,N,Y,700,NMKL009,LONMID,91539,3362,B
725,05/03/2018,06/03/2018,QL84718079,FUT500,Louis Tomlinson,Mick Jones,Paul Arthurs,AGN,26/02/2018,09/03/2018,Cancel,Y,Y,N,N,10,TY00TYO,LONLONG,34413,3237,B
726,07/03/2018,09/03/2018,UT98595499,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,DEL,27/02/2018,18/03/2018,Amend,N,Y,Y,N,400,LON9005,LONMID,35344,488,S
727,06/03/2018,08/03/2018,AP10238950,BD202,Liam Payne,Louis Tomlinson,Liam Gallagher,LVHD,27/02/2018,18/03/2018,Cancel,N,N,N,N,500,GOXXX90,LONLONG,47132,2086,B
728,29/03/2018,30/03/2018,PS06762758,STK20,Louis Tomlinson,Mick Jones,Paul Arthurs,FLR,26/03/2018,30/03/2018,Amend,Y,N,N,Y,0,MCXXXX,LONMID,90867,1923,S
729,25/03/2018,26/03/2018,LK66312323,FUT500,Louis Tomlinson,Mick Jones,Paul Arthurs,PACD,17/03/2018,04/04/2018,Amend,N,Y,N,Y,0,TY00TYO,LONLONG,2477,959,B
730,23/03/2018,23/03/2018,AY68591115,STK20,Louis Tomlinson,Mick Jones,Paul Arthurs,CBF,23/03/2018,10/04/2018,Amend,N,N,Y,Y,-2500,GOXXX90,LONMID,88025,971,S
731,23/02/2018,26/02/2018,DY50634958,FUT500,Louis Tomlinson,Mick Jones,Paul Arthurs,TWN,26/02/2018,07/03/2018,Cancel,N,N,N,N,-2500,MCXXXX,LONLONG,48516,2877,B
732,26/02/2018,26/02/2018,FQ31443038,FUT500,Louis Tomlinson,Mick Jones,Paul Arthurs,MYD,19/02/2018,03/03/2018,Amend,N,Y,Y,N,1000,LON9005,LONMID,84945,3137,S
733,17/02/2018,19/02/2018,FP74744416,STK20,Louis Tomlinson,Harry Styles,Paul Arthurs,SPKEP,11/02/2018,15/02/2018,Cancel,N,N,N,Y,-1000,FF90HUI,LONLONG,64882,3625,B
734,25/03/2018,26/03/2018,CJ49903626,BD202,Liam Payne,James Cordan,Liam Gallagher,IHIT,26/03/2018,03/04/2018,Cancel,N,Y,N,N,420,NMKL009,LONMID,63887,805,S
735,01/02/2018,02/02/2018,XV89704929,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,CYTR,23/01/2018,07/02/2018,Cancel,N,N,N,N,420,GOXXX90,LONLONG,60328,2780,S
736,29/03/2018,29/03/2018,CC03984795,STK350,Louis Tomlinson,Zayn Malik,Paul Arthurs,T,19/03/2018,24/03/2018,Amend,N,N,N,N,600,CIP23223,LONMID,21817,660,B
737,22/02/2018,23/02/2018,AN67689413,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,MLNK,17/02/2018,26/02/2018,Amend,N,N,N,Y,50000,DD14ET6,LONLONG,67331,4631,B
738,19/03/2018,20/03/2018,AM94246235,BD202,Liam Payne,Mick Jones,Liam Gallagher,CXRX,14/03/2018,18/03/2018,Amend,N,N,N,Y,100,TY00TYO,LONMID,73115,1812,B
739,14/03/2018,17/03/2018,LK45728371,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,NMY,15/03/2018,27/03/2018,Cancel,N,N,Y,N,-100000,LON9005,LONLONG,40282,2625,S
740,13/02/2018,16/02/2018,AM07240508,NY422,Louis Tomlinson,Niall Horan,Paul Arthurs,JCAP,10/02/2018,23/02/2018,Amend,N,N,N,Y,0,LON9005,LONMID,35614,487,B
741,01/03/2018,02/03/2018,NL02575439,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,ARDM,27/02/2018,10/03/2018,Cancel,N,N,N,N,-600,CIP23223,LONLONG,35609,1887,S
742,14/03/2018,15/03/2018,PX54656442,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,QCRH,07/03/2018,27/03/2018,Amend,N,Y,Y,N,-2500,DD14ET6,LONMID,44461,4627,B
743,28/03/2018,28/03/2018,BD02261989,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,CABO,23/03/2018,27/03/2018,Cancel,N,N,N,Y,100,RD7070,LONLONG,92826,4784,S
744,06/03/2018,09/03/2018,VO53985064,NY422,Louis Tomlinson,Harry Styles,Paul Arthurs,ICON,27/02/2018,07/03/2018,Cancel,N,N,N,N,50000,LON5076F,LONMID,72184,4944,B
745,20/02/2018,20/02/2018,BA28400674,STK350,Louis Tomlinson,Niall Horan,Paul Arthurs,BGCA,14/02/2018,18/02/2018,Amend,N,Y,Y,Y,100,GOXXX90,LONLONG,87241,1427,S
746,18/02/2018,19/02/2018,DO81949572,LN202,Niall Horan,James Cordan,Liam Gallagher,PFMT,12/02/2018,20/02/2018,Cancel,N,Y,N,Y,420,FF90HUI,LONMID,78068,1121,S
747,17/02/2018,18/02/2018,VZ64280855,LN202,Niall Horan,Mick Jones,Liam Gallagher,WNEB,08/02/2018,23/02/2018,Cancel,N,N,N,Y,400,RD7070,LONLONG,87262,2533,B
748,25/03/2018,27/03/2018,JA37635955,LN202,Niall Horan,James Cordan,Liam Gallagher,IRMD,20/03/2018,01/04/2018,Cancel,N,N,N,Y,50000,MCXXXX,LONMID,54281,1306,B
749,19/03/2018,21/03/2018,QF46546767,BD202,Liam Payne,Mick Jones,Liam Gallagher,DRE,19/03/2018,05/04/2018,Cancel,N,N,N,N,0,DD14ET6,LONLONG,82040,4353,B
750,07/03/2018,10/03/2018,RP62778846,FUT500,Louis Tomlinson,Harry Styles,Paul Arthurs,ESRT,10/03/2018,26/03/2018,Amend,N,N,Y,Y,400,TY00TYO,LONMID,49049,1213,B
751,09/03/2018,11/03/2018,RC30061093,NY422,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,RP,06/03/2018,25/03/2018,Amend,N,N,N,N,300,FF90HUI,LONLONG,73239,4136,B
752,15/02/2018,17/02/2018,UU89578957,STK20,Louis Tomlinson,Adele Adkins,Paul Arthurs,DCUC,11/02/2018,21/02/2018,Cancel,N,N,N,Y,0,MCXXXX,LONMID,57200,857,B
753,20/03/2018,22/03/2018,GW62166052,NY422,Louis Tomlinson,Harry Styles,Paul Arthurs,USEG,22/03/2018,11/04/2018,Amend,N,N,N,Y,55,TY00TYO,LONLONG,55535,3738,S
754,27/02/2018,28/02/2018,RS84028695,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,GGP^A,18/02/2018,05/03/2018,Cancel,N,N,Y,N,55,MCXXXX,LONMID,96542,3989,B
755,19/02/2018,19/02/2018,KU77863829,FUT500,Louis Tomlinson,Harry Styles,Paul Arthurs,NPK,18/02/2018,04/03/2018,Amend,N,N,N,Y,-2500,CIP23223,LONLONG,67681,3010,B
756,11/03/2018,14/03/2018,TF60100742,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,ICCH,04/03/2018,15/03/2018,Cancel,N,N,Y,Y,420,DD14ET6,LONMID,35149,449,B
757,09/03/2018,09/03/2018,YQ95119175,STK20,Louis Tomlinson,Mick Jones,Paul Arthurs,MYCC,08/03/2018,24/03/2018,Amend,Y,Y,N,Y,4500,RD7070,LONLONG,32224,3339,S
758,09/03/2018,12/03/2018,ZA50649734,BD202,Liam Payne,Ed Sheeran,Liam Gallagher,KURA,02/03/2018,17/03/2018,Amend,N,N,N,Y,-100000,LON9005,LONMID,71668,564,B
759,10/02/2018,10/02/2018,HU66915253,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,BHACW,31/01/2018,15/02/2018,Amend,N,N,N,Y,300,MCXXXX,LONLONG,71610,3856,S
760,20/03/2018,23/03/2018,QO66483958,LN202,Niall Horan,Ed Sheeran,Liam Gallagher,ALL^A,22/03/2018,04/04/2018,Cancel,N,Y,Y,Y,-2500,LON9005,LONMID,63624,1186,B
761,26/02/2018,28/02/2018,GJ54420422,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,BIVV,26/02/2018,09/03/2018,Cancel,N,N,N,N,0,NMKL009,LONLONG,86228,3978,B
762,29/03/2018,01/04/2018,ZY50760638,LN202,Niall Horan,Liam Payne,Liam Gallagher,FENG,27/03/2018,10/04/2018,Cancel,N,N,Y,N,4500,FF90HUI,LONMID,29421,3617,S
763,07/03/2018,09/03/2018,KV51803949,BD202,Liam Payne,James Cordan,Liam Gallagher,DMRC,01/03/2018,18/03/2018,Amend,Y,N,N,Y,0,LON5076F,LONLONG,82059,2916,B
764,05/02/2018,08/02/2018,PX39715608,NY422,Louis Tomlinson,Mick Jones,Paul Arthurs,FLAG,30/01/2018,13/02/2018,Amend,Y,N,N,N,-2500,RD7070,LONMID,70179,1644,S
765,07/02/2018,07/02/2018,KI89437191,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,VSAT,05/02/2018,17/02/2018,Cancel,N,N,Y,N,-1000,FF90HUI,LONLONG,96194,1314,S
766,11/03/2018,13/03/2018,LR13445879,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,MYD,08/03/2018,14/03/2018,Cancel,N,N,Y,N,700,MCXXXX,LONMID,29460,2438,S
767,11/03/2018,11/03/2018,LQ83281587,STK350,Louis Tomlinson,James Cordan,Paul Arthurs,DTYL,10/03/2018,14/03/2018,Amend,N,N,N,N,0,GOXXX90,LONLONG,23216,4674,B
768,11/03/2018,12/03/2018,FQ87336440,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,CYTR,12/03/2018,30/03/2018,Amend,Y,N,Y,Y,-500000,RD7070,LONMID,27497,2902,S
769,14/02/2018,16/02/2018,XS05156864,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,IBB,16/02/2018,24/02/2018,Cancel,N,Y,Y,N,-2500,MCXXXX,LONLONG,2296,3639,S
770,12/03/2018,13/03/2018,NV13762535,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,VG,12/03/2018,22/03/2018,Cancel,N,Y,N,N,-100000,TY00TYO,LONMID,66233,3915,B
771,11/03/2018,12/03/2018,JI05343243,BD202,Liam Payne,Ed Sheeran,Liam Gallagher,WETF,10/03/2018,15/03/2018,Cancel,N,Y,N,Y,300,FF90HUI,LONLONG,76288,2228,B
772,06/03/2018,06/03/2018,XT29972514,FUT500,Louis Tomlinson,Niall Horan,Paul Arthurs,INNL,02/03/2018,19/03/2018,Cancel,N,N,N,N,600,LON5076F,LONMID,19316,4553,S
773,01/02/2018,03/02/2018,HJ70143253,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,AYA,26/01/2018,03/02/2018,Cancel,N,N,N,N,-2500,LON9005,LONLONG,64610,1851,S
774,03/02/2018,06/02/2018,SF89026018,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,CHH,27/01/2018,31/01/2018,Cancel,N,N,N,N,-500000,MCXXXX,LONMID,24504,1689,B
775,26/03/2018,28/03/2018,DH40371863,LN202,Niall Horan,Zayn Malik,Liam Gallagher,TSM,28/03/2018,17/04/2018,Cancel,N,N,N,N,-1000,GOXXX90,LONLONG,13299,2403,S
776,26/03/2018,29/03/2018,NW34289535,BD202,Liam Payne,Adele Adkins,Liam Gallagher,CBA           ,21/03/2018,04/04/2018,Amend,N,N,Y,Y,700,FF90HUI,LONMID,51882,4295,S
777,15/03/2018,16/03/2018,MC13207863,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,RLI,16/03/2018,25/03/2018,Amend,N,Y,N,N,4500,DD14ET6,LONLONG,31738,2196,S
